n1,rela,n2
瑞典BV206S装甲全地形车, 用途, 运送作战人员和物资
瑞典BV206S装甲全地形车, tag, 社会
瑞典BV206S装甲全地形车, tag, 武器装备
梅拉达伦大学, 所在国家, 瑞典
韦斯特罗斯, 所属国家, 瑞典
弗雷德里克·永贝里, 国籍, 瑞典
安德斯·摄尔修斯, 国籍, 瑞典
基姆·卡尔斯特罗姆, 国籍, 瑞典
基姆·卡尔斯特伦, 国籍, 瑞典
杰斯普·布鲁姆奎斯特, 国籍, 瑞典
斯文·赫定, 国籍, 瑞典
大北方战争, 参战方, 瑞典
马丁·汉松, 国籍, 瑞典
马丁·汉松, 出生地, 瑞典
S·祖汉臣, 国籍, 瑞典
不许向上看, 拍摄地点, 瑞典
瑞典国家女子足球队, 中文队名, 瑞典国家女子足球队
瑞典国家女子足球队, 外文队名, Sweden women's national football team
瑞典国家女子足球队, 运动项目, 足球
瑞典国家女子足球队, 角逐赛事," 奥运会,女足世界杯,女足欧锦赛"
瑞典国家女子足球队, 所属地区, 欧洲
瑞典国家女子足球队, 拥有者, 瑞典足球协会
瑞典国家女子足球队, 现任主教练, Peter Gerhardsson
瑞典国家女子足球队, 知名人物, 洛塔·谢琳
瑞典国家女子足球队, 主要荣誉, 2016里约奥运会女足银牌
瑞典国家女子足球队, 主要荣誉, 1984年欧洲女足锦标赛冠军
瑞典国家女子足球队, 主要荣誉, 2003年美国女足世界杯亚军
瑞典国家女子足球队, 世界排名, 第9名（2018年9月）
瑞典国家女子足球队, tag, 足球国家队
瑞典国家女子足球队, tag, 足球
瑞典国家女子足球队, tag, 体育组织
瑞典国家女子足球队, tag, 体育
黑权主义, 制片地区, 瑞典
贡纳尔·诺达尔, 国籍, 瑞典
Sarah Backman, 出生地, 瑞典
罗兰德·安德森, 国籍, 瑞典
瑞典RBS-l7反舰导弹, 中文名, 瑞典RBS-l7反舰导弹
瑞典RBS-l7反舰导弹, 研发公司, 美国洛克威尔公司
瑞典RBS-l7反舰导弹, 结束, 1986年9月
瑞典RBS-l7反舰导弹, 开始生产, 1987年6月
瑞典RBS-l7反舰导弹, tag, 武器装备
Katatonia, 国籍, 瑞典
安德烈斯·巴斯克斯, 国籍, 瑞典
呼喊与细语, 制片地区, 瑞典
汉斯·罗斯林, 国籍, 瑞典
图内布罗, 国籍, 瑞典
图内布罗, 出生地, 瑞典
吉米·杜尔马兹, 国籍, 瑞典
elinkan, 国籍, 瑞典
科平FF足球俱乐部, 所属国家, 瑞典
古斯塔夫·恩格瓦尔, 国籍, 瑞典
古斯塔夫·恩格瓦尔, 出生地, 瑞典
in flames, 国籍, 瑞典
加布里埃拉·凯因, 国籍, 瑞典
加布里埃拉·凯因, 出生地, 瑞典
本尼·莱克斯特隆, 国籍, 瑞典
what's up, 国家, 瑞典
瑞典语维基百科, 中文名, 瑞典语维基百科
瑞典语维基百科, 语言, 瑞典语
瑞典语维基百科, 运行方, 维基媒体基金会
瑞典语维基百科, 开始时间, 2001年
瑞典语维基百科, tag, 文化术语
瑞典语维基百科, tag, 书籍
添宁, 国家, 瑞典
瓦萨博物馆, 所属国家, 瑞典
伯蒂尔·诺达尔, 国籍, 瑞典
宛如天堂, 制片地区, 瑞典
宛如天堂, 拍摄地点, 瑞典
瑞典瓦萨博物馆, 中文名称, 瓦萨博物馆
瑞典瓦萨博物馆, 类别, 历史类
瑞典瓦萨博物馆, 地点, 瑞典
瑞典瓦萨博物馆, 馆藏精品, “瓦萨号”沉船
瑞典瓦萨博物馆, tag, 建筑
瑞典瓦萨博物馆, tag, 博物馆
拉斯穆斯·姆瑞恩, 国籍, 瑞典
埃克斯特罗姆, 国籍, 瑞典
斯特凡·雷恩, 国籍, 瑞典
伯恩·隆斯特罗姆, 国籍, 瑞典
莱克塞尔, 国籍, 瑞典
HSB旋转中心, 地点, 瑞典
瑞典蒂格AN系列防弹衣, 中文名, 瑞典蒂格AN系列防弹衣
瑞典蒂格AN系列防弹衣, 外文名, Swedish teague AN series of body armor
瑞典蒂格AN系列防弹衣, 类型, AN-PO-1式
瑞典蒂格AN系列防弹衣, 类型, AN-2式和AN-24式
瑞典蒂格AN系列防弹衣, 功能, 防护各种杀伤破片和枪弹的伤害
瑞典蒂格AN系列防弹衣, tag, 武器装备
阿斯布林克, 国籍, 瑞典
瑞典萨伯B-17轰炸机, 中文名, 瑞典萨伯B-17轰炸机
瑞典萨伯B-17轰炸机, 研制地区, 瑞典
瑞典萨伯B-17轰炸机, 性质, 现代单翼飞机
瑞典萨伯B-17轰炸机, 特点, 具有铝制硬壳构造
瑞典萨伯B-17轰炸机, tag, 社会
瑞典萨伯B-17轰炸机, tag, 武器装备
亚历山德罗·席尔瓦·佩雷拉, 国籍, 瑞典
莫伊洛, 国籍, 瑞典
莫伊洛, 出生地, 瑞典
X2000摆试列车, 产地, 瑞典
奥莱·索德贝里, 国籍, 瑞典
瑞典一胜百ASP-60, 中文名, 瑞典一胜百ASP-60
瑞典一胜百ASP-60, 出厂状态, 软性退火最高至HB340
瑞典一胜百ASP-60, 常用硬度, HRC:67~69℃
瑞典一胜百ASP-60, 产自, 瑞典
卡尔斯坦德大学, 国家, 瑞典
圭代蒂, 国籍, 瑞典
The A-Teens, 国家, 瑞典
profoto, 所属国家, 瑞典
弗雷德里克一世, 国籍, 瑞典
菲利普·哈格伦, 国籍, 瑞典
菲利普·哈格伦, 出生地, 瑞典
Sandra Nilsson, 国籍, 瑞典
埃里克·莫贝里, 国籍, 瑞典
水怪级常规动力潜艇, 国别, 瑞典
哈尔贝里, 国籍, 瑞典
费伊祖拉胡, 国籍, 瑞典
G·茂臣, 国籍, 瑞典
S·卡尔臣, 国籍, 瑞典
埃克达, 国籍, 瑞典
皮特·汉森, 国籍, 瑞典
瑞典RBS-70便携式防空导弹系统, 中文名, 瑞典RBS-70便携式防空导弹系统
瑞典RBS-70便携式防空导弹系统, 外文名, Swedish RBS - 70 portable air defense missile system
瑞典RBS-70便携式防空导弹系统, 原理, 激光制导
瑞典RBS-70便携式防空导弹系统, 优点, 射程远
瑞典RBS-70便携式防空导弹系统, tag, 武器装备
克拉埃森, 国籍, 瑞典
克拉埃森, 出生地, 瑞典
西蒙·伦德瓦尔, 国籍, 瑞典
西蒙·伦德瓦尔, 出生地, 瑞典
安妮塔·艾克伯格, 出生地, 瑞典
瑞典米黄水貂-5, 中文学名, 瑞典米黄水貂-5
瑞典米黄水貂-5, 别称, Swedish Palomino Mink（Mustela vison）
瑞典米黄水貂-5, 纲, 哺乳纲
瑞典米黄水貂-5, 亚纲, 真兽亚纲
瑞典米黄水貂-5, 目, 食肉目
瑞典米黄水貂-5, 科, 鼬科
瑞典米黄水貂-5, 属, 鼬属
瑞典米黄水貂-5, 种, 美洲水貂
瑞典米黄水貂-5, 亚种, 美洲水貂
瑞典米黄水貂-5, 分布区域, 瑞典
瑞典米黄水貂-5, tag, 自然
瑞典米黄水貂-5, tag, 生物物种
埃贝内泽尔·奥福里, 国籍, 瑞典
walle, 国籍, 瑞典
拉斯穆斯·本特森, 国籍, 瑞典
卡尔臣, 国籍, 瑞典
Lovisa Burfitt, 国籍, 瑞典
埃米尔·约翰松, 国籍, 瑞典
佛莱德里克, 国籍, 瑞典
M·布罗贝里, 国籍, 瑞典
Melpo Mene, 所属, 瑞典
阿克塞尔·乌克森谢纳, 国籍, 瑞典
B·阿里奥斯曼, 国籍, 瑞典
瞬态平面热源技术, 国家, 瑞典
乔治·坦齐, 国籍, 瑞典
马格努斯·赫德曼, 国籍, 瑞典
卡伯格, 国籍, 瑞典
西提航空公司, 所属国家, 瑞典
左恩, 国籍, 瑞典
乔安娜·伦德贝克, 国籍, 瑞典
阿曼达·伊莱斯特德, 国籍, 瑞典
马格纽斯, 国籍, 瑞典
E·斯马洛维奇, 国籍, 瑞典
H·斯克迪诺威客, 国籍, 瑞典
R·佩森, 国籍, 瑞典
nudie jeans, 国家, 瑞典
索德贝里, 国籍, 瑞典
索德贝里, 出生地, 瑞典
奥斯卡·古斯塔夫·雷兰德, 出生地, 瑞典
香槟石, 产地, 瑞典
米卡埃尔·佩斯布兰特, 国籍, 瑞典
迈克尔·史密斯, 国籍, 瑞典
兹拉坦·伊布拉西莫维奇, 国籍, 瑞典
马克斯·马丁, 国籍, 瑞典
艾维奇, 国籍, 瑞典
漂亮朋友, 制片地区, 瑞典
vivibear, 国籍, 瑞典
vivibear, 现居地, 瑞典
vivibear, 国籍, 瑞典
vivibear, 现居地, 瑞典
拉尔斯·汉逊, 国籍, 瑞典
拉尔斯·汉逊, 出生地, 瑞典
维克多·斯约史特洛姆, 国籍, 瑞典
室友, 制片地区, 瑞典
林小青, 国籍, 瑞典
梅·扎特林, 国籍, 瑞典
哥斯塔·柏林的故事, 制片地区, 瑞典
基律纳, 所属地区, 瑞典
.Se, 国家, 瑞典
爱情疑云, 制片地区, 瑞典
魔术师, 制片地区, 瑞典
英格里德·图林, 国籍, 瑞典
甘纳尔·布耶恩施特兰德, 国籍, 瑞典
玛利亚·邦妮薇, 国籍, 瑞典
阿尔夫·斯约堡, 出生地, 瑞典
玛琳·阿克曼, 国籍, 瑞典
风吹麦浪, 制片地区, 瑞典
风吹麦浪, 制片地区, 瑞典
帕尔·奥斯卡森, 国籍, 瑞典
头脑简单的西蒙, 制片地区, 瑞典
瑞典皇家理工学院, 中文名, 瑞典皇家理工学院
瑞典皇家理工学院, 外文名, KTH Royal Institute of Technology
瑞典皇家理工学院, 简称, KTH
瑞典皇家理工学院, 校训, Vetenskap och Konst（“科学与艺术”）
瑞典皇家理工学院, 创办时间, 1827年（丁亥年）
瑞典皇家理工学院, 类别, 公立大学
瑞典皇家理工学院, 现任校长, Sigbritt Karlsson教授
瑞典皇家理工学院, 知名校友, Teodor Aastrup
瑞典皇家理工学院, 所属地区, 瑞典斯德哥尔摩
瑞典皇家理工学院, 主要院系, 建筑
瑞典皇家理工学院, 主要院系, 产业经济
瑞典皇家理工学院, 主要院系, 城市规划
瑞典皇家理工学院, 主要院系, 环境技术
瑞典皇家理工学院, 主要院系, 电子
瑞典皇家理工学院, 主要奖项, Hannes Alfvén诺贝尔物理学奖
瑞典皇家理工学院, 主要奖项, Lennart Carleson阿贝尔奖
瑞典皇家理工学院, 教员," 3,500人"
瑞典皇家理工学院, 机构成员, CLUSTER
瑞典皇家理工学院, 机构成员, CESAER
瑞典皇家理工学院, 机构成员, EUA及其他
瑞典皇家理工学院, 校园, 市区及郊区
瑞典皇家理工学院, 地理位置, 瑞典斯德哥尔摩
瑞典皇家理工学院, 资助体系, 由政府资助奖学金
瑞典皇家理工学院, 入学时间, 秋季8月 春季1月
瑞典皇家理工学院, tag, 组织机构
瑞典皇家理工学院, tag, 学校
瑞典皇家理工学院, tag, 外国大学
瑞典皇家理工学院, tag, 书籍
永远的莉莉亚, 制片地区, 瑞典
鲁卡斯·穆迪森, 国籍, 瑞典
埃里克·格朗瓦尔, 国籍, 瑞典
Laleh Pourkarim, 国籍, 瑞典
玛安娜·本灵, 国籍, 瑞典
玛安娜·本灵, 出生地, 瑞典
丽莎·亨尼, 国籍, 瑞典
丽莎·亨尼, 出生地, 瑞典
贝蒂尔·加夫, 国籍, 瑞典
裴妮拉·阿尔文, 国籍, 瑞典
秋天奏鸣曲, 制片地区, 瑞典
瑞典语, 中文名, 瑞典语
瑞典语, 外文名, svenska
瑞典语, 使用国家, 瑞典
瑞典语, 使用国家, 芬兰
瑞典语, 使用人口, 约900万
瑞典语, 语系, 印欧语系日耳曼语族
瑞典语, tag, 语言
瑞典语, tag, 字词
瑞典人, 中文名, 瑞典人
瑞典人, 外文名, Swedish
瑞典人, 宗教, 基督教新教路德宗
瑞典人, 分布, 瑞典
瑞典人, 分布, 芬兰
瑞典人, 分布, 丹麦
瑞典人, 分布, 美国和加拿大
瑞典人, 人种, 均为白种人
瑞典人, tag, 语言
瑞典人, tag, 民族
丽贝卡·弗格森, 国籍, 瑞典
安德斯·埃格斯特朗, 国籍, 瑞典
拉尔斯·霍尔曼德尔, 国籍, 瑞典
拉尔斯·霍尔曼德尔, 出生地, 瑞典
隆德市, 行政区类别, 瑞典
瑞典国歌, 中文名称, 你古老
瑞典国歌, 中文名称, 你自由
瑞典国歌, 填词, 理查德·迪贝克
瑞典国歌, 谱曲, 埃德文·卡尔斯丹尼斯
瑞典国歌, 外文," Du gamla, du fria"
瑞典国歌, 类型, 瑞典国歌
瑞典国歌, 创作时间, 1844年
瑞典国歌, tag, 音乐作品
奥洛夫·帕尔梅, 国籍, 瑞典
萨博, 总部地点, 瑞典
雅各布·克德格恩, 国籍, 瑞典
雅各布·克德格恩, 出生地, 瑞典
克里斯, 出生地, 瑞典
马克·阿尔伯格, 国籍, 瑞典
玛丽·弗萨, 国籍, 瑞典
玛丽·弗萨, 出生地, 瑞典
瑞典戏剧学院, 中文名, 瑞典戏剧学院
瑞典戏剧学院, 英文名, Dramatiska institutet
瑞典戏剧学院, 创办时间, 1970年
瑞典戏剧学院, 所属地区, 瑞典斯德哥尔摩省
瑞典戏剧学院, 所在城市, Stockholm
瑞典戏剧学院, tag, 组织机构
瑞典戏剧学院, tag, 学校
斯万特·奥古斯特·阿累尼乌斯, 国籍, 瑞典
道格·哈马绍, 国籍, 瑞典
大卫·丹席克, 国籍, 瑞典
大卫·丹席克, 出生地, 瑞典
托芙·罗, 国籍, 瑞典
托芙·罗, 出生地, 瑞典
COMMUNICATION, 国籍, 瑞典
COMMUNICATION, 出生地, 瑞典
Eric Saade, 国籍, 瑞典
皮特·埃里克松, 国籍, 瑞典
西诺尔兰省, 所属地区, 瑞典
演员, 制片地区, 瑞典
比约恩·奥瓦尔斯, 国籍, 瑞典
生人勿近, 拍摄地点, 瑞典
Hold on Tight, 国家, 瑞典
乔韩·瑞克, 国籍, 瑞典
吻我, 制片地区, 瑞典
佩臣, 国籍, 瑞典
猪与珍珠, 制片地区, 瑞典
猪与珍珠, 拍摄地点, 瑞典
one love, 地区, 瑞典
翠鸟时光, 发行地区, 瑞典
瑞典足球协会, tag, 足球组织
瑞典足球协会, tag, 组织机构
瑞典足球协会, tag, 社会团体
EGO, 制片地区, 瑞典
EGO, 拍摄地点, 瑞典
克里斯蒂娜·韦伯恩, 国籍, 瑞典
安妮·彤帕拉松, 血统, 瑞典
古斯塔·斯卡斯加德, 国籍, 瑞典
约翰娜, 国籍, 瑞典
皇室风流史, 制片地区, 瑞典
Queen of the Clouds, 发行地区, 瑞典
完美感觉, 制片地区, 瑞典
zet, 国籍, 瑞典
简单西蒙, 制片地区, 瑞典
简单西蒙, 拍摄地点, 瑞典
谋杀第一季, 制片地区, 瑞典
韦薇卡·琳德佛斯, 国籍, 瑞典
我们是最棒的！, 制片地区, 瑞典
瑞典国家电视台, 中文名, 瑞典电视台
瑞典国家电视台, 外文名, Sveriges Television
瑞典国家电视台, 简称, SVT
瑞典国家电视台, 所属国家, 瑞典
哥森堡, 所属, 瑞典
曼德勒, 制片地区, 瑞典
彼得·斯特曼, 出生地, 瑞典
Daniel Espinosa, 国籍, 瑞典
哈里特·安德森, 国籍, 瑞典
不义之财3, 制片地区, 瑞典
Lund, 地点, 瑞典
mind of mine, 发行地区, 瑞典
我们的时光, 制片地区, 瑞典
聂安达, 国籍, 瑞典
苏菲·珊曼妮, 国籍, 瑞典
马克斯·冯·赛多, 国籍, 瑞典
海讷桑德, 所属地区, 瑞典
bright lights, 发行地区, 瑞典
莉娜·林德尔森, 国籍, 瑞典
凯尔·赫德布朗特, 国籍, 瑞典
凯尔·赫德布朗特, 出生地, 瑞典
哈根, 出生地, 瑞典
Maher Zain, 国籍, 瑞典
瑞典文学院, 中文名, 瑞典文学院
瑞典文学院, 英文名, Svenska Akademien
瑞典文学院, 创办时间, 1786年
瑞典文学院, 学校类型, 艺术文学
瑞典文学院, 所属地区, 瑞典
瑞典文学院, 校训, 天才和鉴赏
瑞典文学院, 所属, 瑞典皇家学院
瑞典文学院, tag, 社会
瑞典文学院, tag, 教育
瑞典文学院, tag, 学校
阿尔弗雷德·贝恩哈德·诺贝尔, 国籍, 瑞典
罗伊·安德森, 国籍, 瑞典
罗伊·安德森, 国籍, 瑞典
卡米拉·拉克伯格, 国籍, 瑞典
第十二夜, 制片地区, 瑞典
Martin Wallstrom, 国籍, 瑞典
克里斯蒂安·奥尔松, 国籍, 瑞典
th, 地点, 瑞典
哥特兰级潜艇, 国家, 瑞典
中立国, 国际公认, 瑞典
瑞典皇家科学院, 中文名, 瑞典皇家科学院
瑞典皇家科学院, 外文名, Kungliga Vetenskapsakademien
瑞典皇家科学院, 成立时间, 1739年
瑞典皇家科学院, 总部地址, 斯德哥尔摩
瑞典皇家科学院, 分院数量, 12个
瑞典皇家科学院, 工作内容, 学术奖项的评选和期刊的编辑
瑞典皇家科学院, tag, 组织机构
马丁·沃斯特罗姆, 国籍, 瑞典
罗夫·拉斯加德, 国籍, 瑞典
你只需要爱, 制片地区, 瑞典
the knife, 国籍, 瑞典
假面, 制片地区, 瑞典
瑞典国家电视台, 中文名, 瑞典电视台
瑞典国家电视台, 外文名, Sveriges Television
瑞典国家电视台, 简称, SVT
瑞典国家电视台, 所属国家, 瑞典
曼斯·马林德, 出生地, 瑞典
丽莎·密丝柯维斯基, 国籍, 瑞典
日耳曼语族, 起源地, 瑞典
Astral Doors, 国籍, 瑞典
West End Girls, 国籍, 瑞典
West End Girls, 出生地, 瑞典
the final countdown, 地区, 瑞典
Kent, 国籍, 瑞典
罗森博格, 国籍, 瑞典
Mando Diao, 国籍, 瑞典
狗镇, 制片地区, 瑞典
狗镇, 拍摄地点, 瑞典
Indie Pop, 发源地, 瑞典
莉娜·莱纳德尔森, 国籍, 瑞典
艾米·戴蒙德, 国籍, 瑞典
艾米·戴蒙德, 出生地, 瑞典
heartbeats, 地区, 瑞典
林德, 国籍, 瑞典
the big picture, 国籍, 瑞典
贝采里乌斯, 国籍, 瑞典
西约特兰级潜艇, 国家, 瑞典
钱科, 国籍, 瑞典
大移民, 拍摄地点, 瑞典
克里斯蒂娜女王, 国籍, 瑞典
1992年瑞典欧洲杯, 主办国家, 瑞典
汉密尔顿：国家利益, 制片地区, 瑞典
芳妮·莱森伯格, 国籍, 瑞典
瑞典足球甲级联赛, tag, 社会活动
瑞典足球甲级联赛, tag, 社会
安德烈亚斯·林德, 国籍, 瑞典
瑞典国王, 中文名, 瑞典国王
瑞典国王, 外文名, the king of Sweden
瑞典国王, 首任国王, 卡尔十四世·约翰
瑞典国王, 现任国王, 卡尔十六世·古斯塔夫
瑞典国王, 国王官邸, 斯德哥尔摩王宫
古斯塔夫二世, 国籍, 瑞典
古斯塔夫·汉马斯顿, 国籍, 瑞典
the perishers, 国籍, 瑞典
布里特·艾克拉诺, 国籍, 瑞典
卡尔十六世·古斯塔夫, 国籍, 瑞典
弗里斯克, 国籍, 瑞典
圣彼得里的男孩, 制片地区, 瑞典
面对面, 制片地区, 瑞典
面对面, 对白语言, 瑞典
马库斯·阿列克谢·泊松, 国籍, 瑞典
马库斯·阿列克谢·泊松, 民族, 瑞典
斯德哥尔摩, 所属地区, 瑞典
斯堪的纳维亚半岛, 包含国家, 瑞典
安娜·艾伯斯坦, 国籍, 瑞典
Bathory, 国家, 瑞典
ABBA, 国籍, 瑞典
